femaDeclarationString,disasterNumber,state,declarationType,declarationDate,fyDeclared,incidentType,declarationTitle,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,incidentBeginDate,incidentEndDate,disasterCloseoutDate,tribalRequest,fipsStateCode,fipsCountyCode,placeCode,designatedArea,declarationRequestNumber,lastIAFilingDate,incidentId,region,designatedIncidentTypes,lastRefresh,hash,id
FM-5453-CA,5453,CA,FM,2022-09-09T00:00:00.000Z,2022,Fire,MOSQUITO FIRE,0,0,1,1,2022-09-09T00:00:00.000Z,2022-09-26T00:00:00.000Z,,0,6,17,99017,El Dorado (County),22079,,2022090901,9,,2024-08-27T18:22:14.800Z,55db606dae79f4072c421755a78bda12428cbf25,9117630b-446c-4e02-8ac3-f2bb6c018390
FM-5453-CA,5453,CA,FM,2022-09-09T00:00:00.000Z,2022,Fire,MOSQUITO FIRE,0,0,1,1,2022-09-09T00:00:00.000Z,2022-09-26T00:00:00.000Z,,0,6,61,99061,Placer (County),22079,,2022090901,9,,2024-08-27T18:22:14.800Z,81d036bce7917927781797396df9eba2e0657443,0b6538ab-4422-42a5-8869-4b38a3809fc6
FM-5452-ID,5452,ID,FM,2022-09-05T00:00:00.000Z,2022,Fire,ROSS FORK FIRE,0,0,1,1,2022-09-05T00:00:00.000Z,2022-09-16T00:00:00.000Z,,0,16,13,99013,Blaine (County),22078,,2022090701,10,,2024-08-27T18:22:14.800Z,464187b12b6c54b510d5a4fb00f7427840278da5,cf4c8715-243e-4eae-a841-8f860d5b2771
FM-5451-CA,5451,CA,FM,2022-09-06T00:00:00.000Z,2022,Fire,FAIRVIEW FIRE,0,0,1,1,2022-09-05T00:00:00.000Z,2022-09-14T00:00:00.000Z,,0,6,65,99065,Riverside (County),22077,,2022090601,9,,2024-08-27T18:22:14.800Z,5de7747404e6a293c8d28f3a39a92d9ab5d3b295,9ab70819-db7b-4797-b340-aca3bd45080a
FM-5450-CA,5450,CA,FM,2022-09-02T00:00:00.000Z,2022,Fire,MILL FIRE,0,0,1,1,2022-09-02T00:00:00.000Z,2022-09-09T00:00:00.000Z,,0,6,93,99093,Siskiyou (County),22076,,2022090301,9,,2024-08-27T18:22:14.800Z,248d2a9a05fc39a29eb1df18f0cb522a11f4baaa,a23c8da2-67b3-4aa3-93f4-6121dbb3ea06
FM-5449-ID,5449,ID,FM,2022-08-19T00:00:00.000Z,2022,Fire,FOUR CORNERS FIRE,0,0,1,1,2022-08-18T00:00:00.000Z,2022-08-18T00:00:00.000Z,,0,16,3,99003,Adams (County),22072,,2022081901,10,,2024-08-27T18:22:14.800Z,4e3d5455b487c4a5e4e0799c6d91936194c97c57,bdf6adbf-005b-49a6-9557-3c77e480cf38
FM-5449-ID,5449,ID,FM,2022-08-19T00:00:00.000Z,2022,Fire,FOUR CORNERS FIRE,0,0,1,1,2022-08-18T00:00:00.000Z,2022-08-18T00:00:00.000Z,,0,16,45,99045,Gem (County),22072,,2022081901,10,,2024-08-27T18:22:14.800Z,663200d2c46abf7a1fb19fadb8eb1cf7b22b203e,71f4ae24-9493-4999-a08e-2aad6b317caf
FM-5449-ID,5449,ID,FM,2022-08-19T00:00:00.000Z,2022,Fire,FOUR CORNERS FIRE,0,0,1,1,2022-08-18T00:00:00.000Z,2022-08-18T00:00:00.000Z,,0,16,85,99085,Valley (County),22072,,2022081901,10,,2024-08-27T18:22:14.800Z,b0f553f6b6c592bbd99d164e9ffadd41573b1f69,55a24065-0c52-4fb6-9357-c310fc9f34a1
FM-5448-NV,5448,NV,FM,2022-08-14T00:00:00.000Z,2022,Fire,JOY LAKE FIRE,0,0,1,1,2022-08-14T00:00:00.000Z,2022-08-15T00:00:00.000Z,,0,32,31,99031,Washoe (County),22070,,2022081501,9,,2024-08-27T18:22:14.800Z,1392812f74bcaea4c6bc7d1c39ac96b651db251d,aee1bc6f-5c60-4c96-b0d6-c456091207b3
FM-5447-WA,5447,WA,FM,2022-08-04T00:00:00.000Z,2022,Fire,LIND FIRE,0,0,1,1,2022-08-04T00:00:00.000Z,2022-08-05T00:00:00.000Z,,0,53,1,99001,Adams (County),22068,,2022080501,10,,2024-08-27T18:22:14.800Z,2282bd8d71330aaf04b955aa89a02bb991fff766,c0530918-fd92-4afa-836a-2dc2be5b645b
FM-5446-OR,5446,OR,FM,2022-08-03T00:00:00.000Z,2022,Fire,MILLER ROAD FIRE,0,0,1,1,2022-08-02T00:00:00.000Z,2022-08-07T00:00:00.000Z,,0,41,65,99065,Wasco (County),22066,,2022080301,10,,2024-08-27T18:22:14.800Z,f74fd1cdbc2764875f53a4bafdbc76642229091b,42ce93d1-38e4-441e-ab7e-1f473e91b26a
FM-5445-CA,5445,CA,FM,2022-07-23T00:00:00.000Z,2022,Fire,OAK FIRE,0,0,1,1,2022-07-22T00:00:00.000Z,2022-08-03T00:00:00.000Z,,0,6,43,99043,Mariposa (County),22064,,2022072301,9,,2024-08-27T18:22:14.800Z,58da2117590e6fa4555cb07894c65e8332efea39,83e6a530-3ace-4b77-a61a-2695cc53dccb
FM-5444-TX,5444,TX,FM,2022-07-19T00:00:00.000Z,2022,Fire,CHALK MOUNTAIN FIRE,0,0,1,1,2022-07-18T00:00:00.000Z,2022-08-06T00:00:00.000Z,,0,48,221,99221,Hood (County),22060,,2022072001,6,,2024-08-27T18:22:14.800Z,dff74703071e628092fcfc7a96297e2825df2ba3,b6907461-c7e6-423a-aab3-11226b77f009
FM-5444-TX,5444,TX,FM,2022-07-19T00:00:00.000Z,2022,Fire,CHALK MOUNTAIN FIRE,0,0,1,1,2022-07-18T00:00:00.000Z,2022-08-06T00:00:00.000Z,,0,48,425,99425,Somervell (County),22060,,2022072001,6,,2024-08-27T18:22:14.800Z,bd7968962f75b00b205a1c632f218175a22784ad,a1115d31-9dd6-47ac-897c-4aa6fedd37b9
FM-5443-TX,5443,TX,FM,2022-07-07T00:00:00.000Z,2022,Fire,HARD CASTLE FIRE,0,0,1,1,2022-07-07T00:00:00.000Z,2022-07-16T00:00:00.000Z,,0,48,35,99035,Bosque (County),22054,,2022070801,6,,2024-08-27T18:22:14.800Z,6ede64314bb4c0aec816390bb466a76ceafae9e6,f7fef2e6-7541-452d-bfc3-1bfa9b140577
FM-5442-AK,5442,AK,FM,2022-06-26T00:00:00.000Z,2022,Fire,CLEAR FIRE,0,0,1,1,2022-06-21T00:00:00.000Z,2022-08-12T00:00:00.000Z,,0,2,68,99068,Denali (Borough),22052,,2022062601,10,,2024-08-27T18:22:14.800Z,896bcb9a41b865ab00e399c306b8a7c0bc5bd301,22dcc273-b532-47cc-a85e-63b24027f8bc
FM-5442-AK,5442,AK,FM,2022-06-26T00:00:00.000Z,2022,Fire,CLEAR FIRE,0,0,1,1,2022-06-21T00:00:00.000Z,2022-08-12T00:00:00.000Z,,0,2,290,99290,Yukon-Koyukuk (Census Area),22052,,2022062601,10,,2024-08-27T18:22:14.800Z,a638efb1f3cf5696386fcf3c9d026a60aa46afdc,68771482-71b4-49eb-b53b-bb9770a45e96
FM-5441-AZ,5441,AZ,FM,2022-06-12T00:00:00.000Z,2022,Fire,PIPELINE FIRE,0,0,1,1,2022-06-12T00:00:00.000Z,2022-06-24T00:00:00.000Z,,0,4,5,99005,Coconino (County),22047,,2022061301,9,,2024-08-27T18:22:14.800Z,89b0409b69a1cd40e6a2b1587c8e12fded2810ea,fd9b3012-653c-4c5e-a7da-8b1a7d936ece
FM-5440-TX,5440,TX,FM,2022-05-18T00:00:00.000Z,2022,Fire,MESQUITE HEAT FIRE,0,0,1,1,2022-05-18T00:00:00.000Z,2022-05-29T00:00:00.000Z,,0,48,441,99441,Taylor (County),22043,,2022051901,6,,2024-08-27T18:22:14.800Z,88d09a00744299518d81d108040b27271f1cffb8,f6bf5748-aeed-4293-a447-2b3ecbb3847b
FM-5439-CA,5439,CA,FM,2022-05-12T00:00:00.000Z,2022,Fire,COASTAL FIRE,0,0,1,1,2022-05-11T00:00:00.000Z,2022-05-16T00:00:00.000Z,,0,6,59,99059,Orange (County),22042,,2022051201,9,,2024-08-27T18:22:14.800Z,16e9239ffe3916f54f8e770feb0c2d9c4490ab84,d66cbb54-fec6-4bb6-b505-2d81d3bc0de4
FM-5438-NM,5438,NM,FM,2022-04-30T00:00:00.000Z,2022,Fire,CALF CANYON FIRE,0,0,1,1,2022-04-20T00:00:00.000Z,2022-07-23T00:00:00.000Z,2024-06-25T00:00:00.000Z,0,35,47,99047,San Miguel (County),22038,,2022050101,6,,2024-08-27T18:22:14.800Z,31e5df16c70a1b6c2f10ac4376dd0542d576081b,3416e665-d864-4383-a9d3-78522b3a8f77
FM-5437-NM,5437,NM,FM,2022-04-28T00:00:00.000Z,2022,Fire,COOK'S PEAK FIRE,0,0,1,1,2022-04-28T00:00:00.000Z,2022-07-23T00:00:00.000Z,2024-06-25T00:00:00.000Z,0,35,7,99007,Colfax (County),22036,,2022042901,6,,2024-08-27T18:22:14.800Z,2ad39dcbd61bdcf7680c4e615f9befb05635aa02,3f7a1ff3-89d0-4fb8-8bd9-81e7e90f033f
FM-5436-NE,5436,NE,FM,2022-04-23T00:00:00.000Z,2022,Fire,ROAD 702 FIRE,0,0,1,1,2022-04-22T00:00:00.000Z,2022-04-30T00:00:00.000Z,,0,31,63,99063,Frontier (County),22034,,2022042301,7,,2024-08-27T18:22:14.800Z,a3e64b1a8d26bd00179f25a71f8614b571cbe935,34f0602b-fe78-4b56-9aae-7325c95c13cb
FM-5436-NE,5436,NE,FM,2022-04-23T00:00:00.000Z,2022,Fire,ROAD 702 FIRE,0,0,1,1,2022-04-22T00:00:00.000Z,2022-04-30T00:00:00.000Z,,0,31,65,99065,Furnas (County),22034,,2022042301,7,,2024-08-27T18:22:14.800Z,9d6550225e70a23bc288199daf6843821bbc3ea4,5e75066b-6008-47d7-b084-ea373bc21152
FM-5436-NE,5436,NE,FM,2022-04-23T00:00:00.000Z,2022,Fire,ROAD 702 FIRE,0,0,1,1,2022-04-22T00:00:00.000Z,2022-04-30T00:00:00.000Z,,0,31,145,99145,Red Willow (County),22034,,2022042301,7,,2024-08-27T18:22:14.800Z,bc41d14b611df9dd1553687f11a49d82de7cc5c2,c22ed966-b931-469f-acc3-0cfc2d1cec05
FM-5435-AZ,5435,AZ,FM,2022-04-19T00:00:00.000Z,2022,Fire,CROOKS FIRE,0,0,1,1,2022-04-18T00:00:00.000Z,2022-05-02T00:00:00.000Z,,0,4,25,99025,Yavapai (County),22032,,2022042001,9,,2024-08-27T18:22:14.800Z,48b2bd77b5e312957341f5cc540befd45a42da69,c081a55d-466a-4967-8eff-b8c42c44fa1c
FM-5434-AZ,5434,AZ,FM,2022-04-19T00:00:00.000Z,2022,Fire, TUNNEL 2 FIRE,0,0,1,1,2022-04-19T00:00:00.000Z,2022-04-28T00:00:00.000Z,,0,4,5,99005,Coconino (County),22033,,2022041901,9,,2024-08-27T18:22:14.800Z,e62bf275fd2b76d27bd882c9bcea1925251d4e2a,7d77586f-c5c4-4576-8b51-e578b8a78851
FM-5433-NM,5433,NM,FM,2022-04-12T00:00:00.000Z,2022,Fire,NOGAL CANYON FIRE,0,0,1,1,2022-04-12T00:00:00.000Z,2022-07-23T00:00:00.000Z,2024-06-25T00:00:00.000Z,0,35,27,99027,Lincoln (County),22030,,2022041303,6,,2024-08-27T18:22:14.800Z,af25b1b044a4617aa64b8f1a8df4f154ebfd5476,c74850b9-3871-412b-bddb-594b2b5c8941
FM-5432-NM,5432,NM,FM,2022-04-12T00:00:00.000Z,2022,Fire,MCBRIDE FIRE,0,0,1,1,2022-04-12T00:00:00.000Z,2022-07-23T00:00:00.000Z,2024-06-25T00:00:00.000Z,0,35,27,99027,Lincoln (County),22029,,2022041302,6,,2024-08-27T18:22:14.800Z,1c047336f6d2990267f1410238df684dcc19937e,1a4c1dbd-9a6e-4c7d-90a2-3e117cec3621
FM-5431-NM,5431,NM,FM,2022-04-12T00:00:00.000Z,2022,Fire,HERMIT'S PEAK FIRE,0,0,1,1,2022-04-12T00:00:00.000Z,2022-07-23T00:00:00.000Z,2024-06-20T00:00:00.000Z,0,35,47,99047,San Miguel (County),22028,,2022041301,6,,2024-08-27T18:22:14.800Z,9885d113ffe52e5784152ee3e60547aa06cbb2d9,28730599-e677-449d-a574-85a17bf18e00
FM-5430-NM,5430,NM,FM,2022-04-11T00:00:00.000Z,2022,Fire,BIG HOLE FIRE,0,0,1,1,2022-04-11T00:00:00.000Z,2022-07-23T00:00:00.000Z,,0,35,61,99061,Valencia (County),22027,,2022041201,6,,2024-08-27T18:22:14.800Z,61c5774f00e1cd6f25b72a1838b0840451eabbfb,a40f4b1e-2048-467f-ac08-50bdd7668d16
FM-5429-TX,5429,TX,FM,2022-03-20T00:00:00.000Z,2022,Fire,BIG L FIRE,0,0,1,1,2022-03-20T00:00:00.000Z,2022-03-30T00:00:00.000Z,,0,48,221,99221,Hood (County),22024,,2022032101,6,,2024-08-27T18:22:14.800Z,e189e9529acea69b0cbf7aad8aac5b44341d9379,06f97c87-62d6-40c1-8118-6c3fcaf4a3a6
FM-5428-TX,5428,TX,FM,2022-03-18T00:00:00.000Z,2022,Fire,WHEAT FIELD FIRE,0,0,1,1,2022-03-17T00:00:00.000Z,2022-03-30T00:00:00.000Z,,0,48,133,99133,Eastland (County),22023,,2022031802,6,,2024-08-27T18:22:14.800Z,d2df2cf199efc7b3da07286cb835a0cfd6e9c5ad,209f7f0e-3a12-4826-91a2-875d0cb38f21
FM-5427-TX,5427,TX,FM,2022-03-17T00:00:00.000Z,2022,Fire,KIDD FIRE ,0,0,1,1,2022-03-17T00:00:00.000Z,2022-03-30T00:00:00.000Z,,0,48,133,99133,Eastland (County),22022,,2022031801,6,,2024-08-27T18:22:14.800Z,796145abe98d56598791c18b11c9ef52775ba064,1e4b2241-20da-4618-9514-327d56bbd831
FM-5426-FL,5426,FL,FM,2022-03-06T00:00:00.000Z,2022,Fire,CHIPOLA FIRE COMPLEX,0,0,1,1,2022-03-04T00:00:00.000Z,2022-04-01T00:00:00.000Z,,0,12,5,99005,Bay (County),22016,,2022030701,4,,2024-08-27T18:22:14.800Z,cb5e52d16e220dd84739007fd9b41f7d02eb94df,0e68364a-f55a-4385-b323-ff8514d69465
FM-5426-FL,5426,FL,FM,2022-03-06T00:00:00.000Z,2022,Fire,CHIPOLA FIRE COMPLEX,0,0,1,1,2022-03-04T00:00:00.000Z,2022-04-01T00:00:00.000Z,,0,12,13,99013,Calhoun (County),22016,,2022030701,4,,2024-08-27T18:22:14.800Z,c932d947cc7e5c6939c5ffc6a908da3294a287f9,01444704-eb36-49c2-97d8-58d3a7182b59
FM-5425-KS,5425,KS,FM,2022-03-05T00:00:00.000Z,2022,Fire,COTTONWOOD FIRE COMPLEX,0,0,1,1,2022-03-05T00:00:00.000Z,2022-03-16T00:00:00.000Z,,0,20,79,99079,Harvey (County),22015,,2022030601,7,,2024-08-27T18:22:14.800Z,c4bca037452f70cbc571e0c3ed4b912cfe1c4497,72821209-fea5-435a-9f75-6a0d6dfe32c2
FM-5425-KS,5425,KS,FM,2022-03-05T00:00:00.000Z,2022,Fire,COTTONWOOD FIRE COMPLEX,0,0,1,1,2022-03-05T00:00:00.000Z,2022-03-16T00:00:00.000Z,,0,20,155,99155,Reno (County),22015,,2022030601,7,,2024-08-27T18:22:14.800Z,7b1c8842828fe486f033a6599aabed2ae6a03a16,7b16103d-c1c0-49cf-ad2e-4ab603777b84
FM-5424-FL,5424,FL,FM,2022-03-04T00:00:00.000Z,2022,Fire,1707 ADKINS AVE FIRE,0,0,1,1,2022-03-04T00:00:00.000Z,2022-04-01T00:00:00.000Z,2022-12-15T00:00:00.000Z,0,12,5,99005,Bay (County),22014,,2022030501,4,,2024-08-27T18:22:14.800Z,798189521daa911160e7fb5e9ad0671e7b060549,45be37d0-9554-477d-a38f-bbdbfde7e928
FM-5423-CO,5423,CO,FM,2021-12-30T00:00:00.000Z,2022,Fire,MARSHALL FIRE,0,0,1,1,2021-12-30T00:00:00.000Z,2022-01-07T00:00:00.000Z,,0,8,13,99013,Boulder (County),21132,,2021123101,8,,2024-08-27T18:22:14.800Z,3f0e9054a42676d0d7f75b6279f972d18c4b39bb,b8cb17aa-bb52-45b5-80ed-3dcd3e2c7486
FM-5422-TX,5422,TX,FM,2021-12-15T00:00:00.000Z,2022,Fire,NORTH 207 FIRE,0,0,1,1,2021-12-15T00:00:00.000Z,2021-12-19T00:00:00.000Z,,0,48,65,99065,Carson (County),21127,,2021121602,6,,2024-08-27T18:22:14.800Z,98f28e7986fa502e58994f279b136e89ee3053be,79fa0027-a1c0-47e0-aa97-a5ecf0cb81e7
FM-5421-OK,5421,OK,FM,2021-12-15T00:00:00.000Z,2022,Fire,COBB FIRE,0,0,1,1,2021-12-15T00:00:00.000Z,2021-12-22T00:00:00.000Z,,0,40,139,99139,Texas (County),21126,,2021121601,6,,2024-08-27T18:22:14.800Z,792b3f3d49eb4d8f5dfd673365ac2b4032fab5d3,351829c5-545f-472b-9f56-b1eb0321a77e
FM-5420-TX,5420,TX,FM,2021-12-10T00:00:00.000Z,2022,Fire,COUNTY LINE FIRE,0,0,1,1,2021-12-10T00:00:00.000Z,2021-12-12T00:00:00.000Z,,0,48,485,99485,Wichita (County),21124,,2021121301,6,,2024-08-27T18:22:14.800Z,ec7f2c1844ef315d99deca152358b1793353e4c9,6193c62a-8d27-4e94-ba9f-923726d2ddaa
FM-5419-CA,5419,CA,FM,2021-10-13T00:00:00.000Z,2022,Fire,ALISAL FIRE,0,0,1,1,2021-10-12T00:00:00.000Z,2021-11-17T00:00:00.000Z,,0,6,83,99083,Santa Barbara (County),21115,,2021101301,9,,2024-08-27T18:22:14.800Z,c92cc5ea7633328159541b9e605ced4cb2937e16,ddb4ca63-a4fa-4b3c-9c41-4a6442827a25
FM-5418-SD,5418,SD,FM,2021-10-04T00:00:00.000Z,2022,Fire,AUBURN FIRE,0,0,1,1,2021-10-04T00:00:00.000Z,2021-10-10T00:00:00.000Z,,0,46,103,99103,Pennington (County),21113,,2021100401,8,,2024-08-27T18:22:14.800Z,934e271c49c8b17d62b5176a4559c7732fcba236,490cc9f0-940f-436c-815b-c7ecaa03f8ed
FM-5417-CA,5417,CA,FM,2021-09-23T00:00:00.000Z,2021,Fire,FAWN FIRE,0,0,1,1,2021-09-23T00:00:00.000Z,2021-09-28T00:00:00.000Z,,0,6,89,99089,Shasta (County),21107,,2021092401,9,,2024-08-27T18:22:14.800Z,cf8dee55cd77d7da9ff151dd5543e3ac9a617e4e,46d47827-f95b-4440-90d9-d0ac0eeca2c1
FM-5416-CA,5416,CA,FM,2021-08-25T00:00:00.000Z,2021,Fire,FRENCH FIRE,0,0,1,1,2021-08-24T00:00:00.000Z,2021-09-06T00:00:00.000Z,,0,6,29,99029,Kern (County),21088,,2021082501,9,,2024-08-27T18:22:14.800Z,1cce4bd21c0b4c5c320ca023510aabbb05ba51fb,72e47ebd-1faa-4103-928c-5b69f6f3b053
FM-5415-WA,5415,WA,FM,2021-08-19T00:00:00.000Z,2021,Fire,SCHNEIDER SPRINGS FIRE,0,0,1,1,2021-08-19T00:00:00.000Z,2021-09-27T00:00:00.000Z,,0,53,77,99077,Yakima (County),21080,,2021082001,10,,2024-08-27T18:22:14.800Z,10096ac70f15db989df37c49b052dd7984987f46,de16624d-ad84-4b87-bc05-5ba79cf1d6f8
FM-5414-WA,5414,WA,FM,2021-08-18T00:00:00.000Z,2021,Fire,TWENTYFIVE MILE FIRE,0,0,1,1,2021-08-17T00:00:00.000Z,2021-09-13T00:00:00.000Z,,0,53,7,99007,Chelan (County),21075,,2021081802,10,,2024-08-27T18:22:14.800Z,bfd2643759f8fe070748ec7dd7b8a595bab8da70,e11e0d93-22ea-467d-9d12-9e767edb4cd9
FM-5411-WA,5411,WA,FM,2021-08-16T00:00:00.000Z,2021,Fire,FORD CORKSCREW FIRE,0,0,1,1,2021-08-16T00:00:00.000Z,2021-08-29T00:00:00.000Z,,0,53,65,99065,Stevens (County),21071,,2021081701,10,,2024-08-27T18:22:14.800Z,d0e8f6c0411da06a9b496f107c1366f47ea4d667,954f0b1b-cb6f-4fa1-81e1-461c9f08ebb1
FM-5410-WA,5410,WA,FM,2021-08-16T00:00:00.000Z,2021,Fire,MUCKAMUCK FIRE,0,0,1,1,2021-08-15T00:00:00.000Z,2021-09-01T00:00:00.000Z,,0,53,47,99047,Okanogan (County),21070,,2021081602,10,,2024-08-27T18:22:14.800Z,17054f8eff58f4e738e1344b8d5c545d63f8042c,37cabfbe-375e-4ef8-a662-df6ef5a2cf0d
FM-5409-OR,5409,OR,FM,2021-08-16T00:00:00.000Z,2021,Fire,PATTON MEADOW FIRE,0,0,1,1,2021-08-15T00:00:00.000Z,2021-08-31T00:00:00.000Z,,0,41,37,99037,Lake (County),21069,,2021081601,10,,2024-08-27T18:22:14.800Z,3ab6ae3a2e43b726a43cddeb5e878f0f87f78971,670a29a5-7a1c-432e-9659-03ee2e0e3db7
FM-5408-UT,5408,UT,FM,2021-08-14T00:00:00.000Z,2021,Fire,PARLEYS CANYON FIRE,0,0,1,1,2021-08-14T00:00:00.000Z,2021-08-18T00:00:00.000Z,,0,49,35,99035,Salt Lake (County),21067,,2021081501,8,,2024-08-27T18:22:14.800Z,db235b0f0782d289c3e2644ec87ee1c1fca6f847,08200174-1103-4472-a82c-c26aa84576d1
FM-5408-UT,5408,UT,FM,2021-08-14T00:00:00.000Z,2021,Fire,PARLEYS CANYON FIRE,0,0,1,1,2021-08-14T00:00:00.000Z,2021-08-18T00:00:00.000Z,,0,49,43,99043,Summit (County),21067,,2021081501,8,,2024-08-27T18:22:14.800Z,07c0ceaf6da08df721b8ae549c28479c4b9591dd,0ddb0ecb-835b-4dbe-9cfe-07df2e7dec79
FM-5407-ID,5407,ID,FM,2021-08-13T00:00:00.000Z,2021,Fire,BEDROCK FIRE,0,0,1,1,2021-08-12T00:00:00.000Z,2021-08-17T00:00:00.000Z,,0,16,0,57340,Nez Perce Indian Reservation,21065,,2021081301,10,,2024-08-27T18:22:14.800Z,8428bae0163407a8d64c8708323ca6007d608e83,8b1d882a-677c-44a8-b20d-4b3f29d3bd61
FM-5407-ID,5407,ID,FM,2021-08-13T00:00:00.000Z,2021,Fire,BEDROCK FIRE,0,0,1,1,2021-08-12T00:00:00.000Z,2021-08-17T00:00:00.000Z,,0,16,69,99069,Nez Perce (County),21065,,2021081301,10,,2024-08-27T18:22:14.800Z,047c4a1ed02dc5abed2ffe6eee356292808dd510,a60918f6-2e24-4998-a317-75c4dfb544b9
FM-5406-MT,5406,MT,FM,2021-08-10T00:00:00.000Z,2021,Fire,RICHARD SPRING FIRE,0,0,1,1,2021-08-10T00:00:00.000Z,2021-08-13T00:00:00.000Z,,0,30,87,99087,Rosebud (County),21064,,2021081002,8,,2024-08-27T18:22:14.800Z,cf4ef0a9db6d2de4880e3675f33825fe67a2bf49,bb5b7afa-68a3-4003-bd69-203a5f599a24
FM-5404-HI,5404,HI,FM,2021-08-01T00:00:00.000Z,2021,Fire,MANA ROAD FIRE,0,0,1,1,2021-08-01T00:00:00.000Z,2021-08-03T00:00:00.000Z,,0,15,1,99001,Hawaii (County),21061,,2021080101,9,,2024-08-27T18:22:14.800Z,bf1064ffb28e0bcf517d6f69751cfb8eadd82892,ac105442-082c-4786-8af1-2087e5a989ad
FM-5403-MT,5403,MT,FM,2021-07-28T00:00:00.000Z,2021,Fire,PF FIRE,0,0,1,1,2021-07-28T00:00:00.000Z,2021-07-31T00:00:00.000Z,,0,30,0,18325,Crow Indian Reservation,21060,,2021072901,8,,2024-08-27T18:22:14.800Z,eff8db72251f4844ecf169f0bdccc6d799a919d4,1f4b0f60-56a5-4c24-a4e0-8c1299b0103f
FM-5403-MT,5403,MT,FM,2021-07-28T00:00:00.000Z,2021,Fire,PF FIRE,0,0,1,1,2021-07-28T00:00:00.000Z,2021-07-31T00:00:00.000Z,,0,30,3,99003,Big Horn (County),21060,,2021072901,8,,2024-08-27T18:22:14.800Z,5ffbd95c7c9b1d1f1acf7c3e81678318e22ce462,63f2d5aa-2576-4ab1-a683-36b4ca38e48d
FM-5402-NV,5402,NV,FM,2021-07-22T00:00:00.000Z,2021,Fire,TAMARACK FIRE,0,0,1,1,2021-07-22T00:00:00.000Z,2021-07-29T00:00:00.000Z,,0,32,5,99005,Douglas (County),21059,,2021072301,9,,2024-08-27T18:22:14.800Z,e104c46fd6a81ab91c43450c82e9a5e3429bbb76,48355def-c8fa-4a1e-8875-6df57ed6a159
FM-5401-WA,5401,WA,FM,2021-07-20T00:00:00.000Z,2021,Fire,CEDAR CREEK FIRE,0,0,1,1,2021-07-19T00:00:00.000Z,2021-08-22T00:00:00.000Z,,0,53,47,99047,Okanogan (County),21058,,2021072002,10,,2024-08-27T18:22:14.800Z,9eadc3f65167f2e4a92d68aaa2f529986d189525,a8702373-f15f-494f-898f-8092889d25df
FM-5399-MT,5399,MT,FM,2021-07-17T00:00:00.000Z,2021,Fire,BUFFALO WILDFIRE,0,0,1,1,2021-07-16T00:00:00.000Z,2021-07-16T00:00:00.000Z,,0,30,111,99111,Yellowstone (County),21055,,2021071701,8,,2024-08-27T18:22:14.800Z,fd03fb58efe966233e5434d1187064c0b1521deb,5c0dbddb-3bb1-4105-8e28-0d27065e25e3
FM-5398-WA,5398,WA,FM,2021-07-14T00:00:00.000Z,2021,Fire,RED APPLE FIRE,0,0,1,1,2021-07-13T00:00:00.000Z,2021-07-20T00:00:00.000Z,,0,53,7,99007,Chelan (County),21054,,2021071402,10,,2024-08-27T18:22:14.800Z,85a7aa29d65cfa124611f99367a8b74bb16ebcbd,d91b92b8-d6f6-4424-87f4-a54612665654
FM-5397-WA,5397,WA,FM,2021-07-13T00:00:00.000Z,2021,Fire,CHUWEAH CREEK FIRE,0,0,1,1,2021-07-12T00:00:00.000Z,2021-07-26T00:00:00.000Z,,0,53,0,14240,Colville Indian Reservation,21052,,2021071401,10,,2024-08-27T18:22:14.800Z,4b71e6e6f7fa2139bba2702ffcec568ab3ee259f,938bb8f4-a4f7-4bce-8b7a-2b6ae44a3b46
FM-5396-OR,5396,OR,FM,2021-07-10T00:00:00.000Z,2021,Fire,BOOTLEG FIRE,0,0,1,1,2021-07-10T00:00:00.000Z,2021-08-15T00:00:00.000Z,,0,41,35,99035,Klamath (County),21053,,2021071101,10,,2024-08-27T18:22:14.800Z,227f00db14bc2746a1051089dc8b17c0abf641ed,5689a6bc-caf3-4a2e-b005-1359af1f2053
FM-5396-OR,5396,OR,FM,2021-07-10T00:00:00.000Z,2021,Fire,BOOTLEG FIRE,0,0,1,1,2021-07-10T00:00:00.000Z,2021-08-15T00:00:00.000Z,,0,41,37,99037,Lake (County),21053,,2021071101,10,,2024-08-27T18:22:14.800Z,9fece499d544d5ef40054c45848f9d9084c0c45a,d8780457-c2cd-4136-bf2c-6298a4089e88
FM-5395-WA,5395,WA,FM,2021-07-06T00:00:00.000Z,2021,Fire,ANDRUS FIRE,0,0,1,1,2021-07-05T00:00:00.000Z,2021-07-11T00:00:00.000Z,,0,53,63,99063,Spokane (County),21050,,2021070601,10,,2024-08-27T18:22:14.800Z,5f80ece143674c80dd6447839a98589291d2555a,fb4c1cae-422c-406a-b74a-a8d33d7fcf75
FM-5394-OR,5394,OR,FM,2021-06-30T00:00:00.000Z,2021,Fire,0419 FIRE,0,0,1,1,2021-06-29T00:00:00.000Z,2021-06-30T00:00:00.000Z,,0,41,17,99017,Deschutes (County),21048,,2021063001,10,,2024-08-27T18:22:14.800Z,6ed5c270f0707fd7b9cf02d21cce83c46acae3c4,39c0af72-23f4-42ad-8fa5-2edf27453c85
